Geo Point;Löv- eller barrträd;Trädart vetenskapligt namn;Trädart svenskt namn;Gatu- eller parkträd;Planteringsdatum
63.83343857650954, 20.22161329430779;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83473199495629, 20.201996998904736;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2012-07-01
63.82966192585351, 20.26352926561469;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.823045714068485, 20.29565939958202;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83482852643656, 20.16197061527191;Lövträd;Prunus Padus;Hägg;Parkträd;
63.81710043242862, 20.264507207966055;Lövträd;Betula Sp.;Björk;Parkträd;
63.82032603677216, 20.285258493414588;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.831633899998394, 20.279119204380176;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.8256713334912, 20.285706818040737;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.837013621958924, 20.232983144338913;Lövträd;Betula Sp.;Björk;Parkträd;
63.83865683781427, 20.22072669806121;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.82725221947143, 20.278240897878337;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.61321157625811, 19.907260648787894;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.85112784336959, 20.297212815476346;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.9033348166112, 20.54691561320751;Lövträd;Betula Sp.;Björk;Parkträd;
63.827567455555574, 20.308811926003685;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81166919825358, 20.313724842491172;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.809573274185325, 20.380397938001163;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2013-06-30
63.832411710112396, 20.24010647246593;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.69449261302145, 20.35485986215735;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81665962116689, 20.20529354894701;Lövträd;Populus Tremula;Asp;Parkträd;
63.8176843872809, 20.212997164567327;Lövträd;Betula Verrycosa;Vårtbjörk;Parkträd;2010-07-01
63.79010887245076, 20.312452167485773;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-09-01
63.83168102330239, 20.237009895993573;Lövträd;Betula Sp.;Björk;Parkträd;
63.802930444955294, 20.374728588765176;Lövträd;Acer Platanoides;Skogslönn;Parkträd;
63.69992957893782, 20.380027015505583;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84594406973247, 20.29956464741427;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.836236281030985, 20.3319503953571;Lövträd;Betula Sp.;Björk;Gatuträd;
63.830127211089064, 20.257509061968296;Lövträd;Salix Alba;Vitpil;Parkträd;
63.80098264004555, 20.31978787719361;Lövträd;Betula Sp.;Björk;Parkträd;
63.83863117868536, 20.249574078260366;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-07-01
63.82416258434039, 20.284638858268018;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Gatuträd;2015-08-31
63.81673105428643, 20.22725604928543;Lövträd;Betula Sp.;Björk;Parkträd;
63.830742074534626, 20.309907265375713;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.80052144627848, 20.303639556914398;Lövträd;Sorbus Dodong;Ullungrönn;Parkträd;2009-09-01
63.79941618311716, 20.313445426207544;Lövträd;Quercus Petraea;Bergek;Parkträd;2022-05-22
63.8529136429483, 20.30160260402379;Lövträd;Betula Sp.;Björk;Parkträd;
63.62707244473993, 19.923634681523843;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.834437995530635, 20.19715099760526;Lövträd;Betula Sp.;Björk;Parkträd;
63.827506717950264, 20.272938953853274;Lövträd;Betula Sp.;Björk;Gatuträd;
63.852243020961225, 20.21510587088515;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84996144308799, 20.219942420332053;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80846112648082, 20.202948988050583;Lövträd;Betula Sp.;Björk;Parkträd;
63.8349715743156, 20.231385502740448;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2011-07-01
63.70460427540854, 20.350712859132454;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2014-10-27
63.800671776472434, 20.32119354970636;Lövträd;Betula Sp.;Björk;Parkträd;
63.839320650483685, 20.229850054955882;Lövträd;Betula Sp.;Björk;Parkträd;
63.81805799448664, 20.322231997581746;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2013-07-01
63.83359061989455, 20.22096725205924;Lövträd;Betula Pendula Fk Finland;Vårtbjörk Fk Finland;Parkträd;2019-10-02
63.841664795252186, 20.239258167486145;Lövträd;Betula Sp.;Björk;Parkträd;
63.817631737744705, 20.218782307665172;Lövträd;Betula Sp.;Björk;Parkträd;
63.80496846271614, 20.36994388533377;Lövträd;Betula Sp.;Björk;Parkträd;
63.79675027096281, 20.314525510416843;Lövträd;Betula Sp.;Björk;Parkträd;
63.82415505847872, 20.288264963937028;Lövträd;Prunus Padus;Hägg;Parkträd;
63.85748642619284, 20.306387124800818;Lövträd;Betula Sp.;Björk;Parkträd;
63.83428209823429, 20.224643360659183;Barrträd;Pinus Sylvestris;Tall;Parkträd;2011-07-01
63.80152290731098, 20.30926353706501;Lövträd;Prunus Padus;Hägg;Parkträd;
63.831906699852524, 20.240772940845314;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.817633906098656, 20.285797810317522;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83701973795484, 20.320580218316664;Lövträd;Betula Sp.;Björk;Parkträd;
63.803503123475714, 20.318408791241556;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.70559485259676, 20.37743256810869;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.812934778466605, 20.213134187262746;Lövträd;Betula Sp.;Björk;Parkträd;
63.80678444846833, 20.297041843440223;Lövträd;Alnus Incana;Gråal;Parkträd;2009-09-01
63.83996799627287, 20.201339000561156;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2013-08-27
63.800777715498945, 20.35218213481027;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.831468398576135, 20.230109042714492;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.689997837057405, 20.300320933683256;Lövträd;Betula Sp.;Björk;Parkträd;
63.827042676250926, 20.284975355538958;Lövträd;Prunus Padus;Hägg;Parkträd;
63.63124990014673, 19.925980033876236;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.8052939954339, 20.352204996364588;Lövträd;Betula Sp.;Björk;Parkträd;2015-05-26
63.82306739605049, 20.281698135909643;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.80981703197646, 20.204889621133972;Lövträd;Betula Sp.;Björk;Parkträd;
63.83631389491036, 20.23175904593898;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2017-06-11
63.81306164546719, 20.253349330431792;Barrträd;Picea Abies;Gran;Parkträd;
63.796837798406166, 20.30694499021735;Lövträd;Populus Tremula;Asp;Parkträd;2009-09-01
63.82599024444334, 20.284840013529667;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.836038974768286, 20.227294775157;Lövträd;Betula Sp.;Björk;Parkträd;
63.81338282191731, 20.303857101983574;Lövträd;Betula Sp.;Björk;Parkträd;
63.82875811141694, 20.262630669735916;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.82940480007505, 20.299548469623808;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82562902252539, 20.280860457049986;Lövträd;Betula Sp.;Björk;Gatuträd;
63.837311959022145, 20.165051762202634;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.823438674232406, 20.27204372021759;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.625678996604805, 19.9088479978984;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81855001382711, 20.25202857936459;Lövträd;Betula Sp.;Björk;Parkträd;
63.80647634209038, 20.314463027610223;Lövträd;Betula Sp.;Björk;Parkträd;
63.798608835315335, 20.31464786651529;Lövträd;Prunus Avium Fk Svea E;Sötkörsbär Fk Svea E;Parkträd;2022-05-22
63.83581785618377, 20.203790109823196;Barrträd;Abies Concolor;Coloradogran;Parkträd;
63.81615461621974, 20.207242203227583;Lövträd;Betula Sp.;Björk;Parkträd;
63.84095572462032, 20.286118609139816;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.80274707288234, 20.370898872495804;Lövträd;Betula Sp.;Björk;Parkträd;
63.853751691103305, 20.33930977434128;Lövträd;Betula Sp.;Björk;Parkträd;
63.837946212369125, 20.178472776172843;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82428618518899, 20.26973141733195;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83268305577162, 20.241859466893676;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.80403697602277, 20.31122286377642;Lövträd;Betula Sp.;Björk;Parkträd;
63.805383490169284, 20.337800572165435;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81807799424277, 20.307295996052538;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.841716994958546, 20.18789799604024;Barrträd;Pinus Sylvestris;Tall;Parkträd;2013-08-29
63.82037466165378, 20.231646905634708;Lövträd;Betula Sp.;Björk;Parkträd;
63.82327066306822, 20.27117228069061;Barrträd;Picea Pungens Glauca-Gruppen;Blågran;Parkträd;
63.80701571095312, 20.342898566774213;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.832617334578984, 20.27496583565387;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.7897917013628, 20.311392442367577;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-09-01
63.834650997210595, 20.281917806672357;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84908028984617, 20.304987936278764;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81542417312719, 20.24642528569837;Lövträd;Betula Pubescens Rubra;Finsk Rödbjörk;Parkträd;
63.842244483099755, 20.23787826650871;Lövträd;Betula Sp.;Björk;Parkträd;
63.81493725965401, 20.264638404706954;Lövträd;Populus Tremula;Asp;Parkträd;
63.83150668577386, 20.241901365780087;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.827912329897764, 20.282060639838345;Barrträd;Picea Abies;Gran;Parkträd;
63.71243231425174, 20.368274835730386;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.835361998269335, 20.233111684580216;Lövträd;;;Parkträd;2012-07-01
63.833542543257195, 20.315882720405718;Lövträd;Betula Sp.;Björk;Parkträd;
63.831206338666654, 20.241208531365473;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.80450599454089, 20.357696996494155;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2014-09-01
63.699340021994644, 20.380190770595295;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82734417626409, 20.261235506660775;Lövträd;Betula Sp.;Björk;Gatuträd;
63.83216452873845, 20.311053520084815;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83304493496305, 20.18141025279576;Barrträd;Picea Abies;Gran;Parkträd;
63.80804118707476, 20.31825369326063;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.83274900587908, 20.23697790092958;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.80512895972919, 20.30853730586965;Lövträd;Betula Sp.;Björk;Parkträd;
63.830977375356575, 20.245298896448613;Barrträd;Picea Abies;Gran;Parkträd;
63.80845623315328, 20.191738084023104;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.88504461970017, 20.314859970508387;Lövträd;Populus Tremula;Asp;Parkträd;
63.855286129891134, 20.315340195822635;Lövträd;Betula Sp.;Björk;Parkträd;
63.8167396941226, 20.213399037598585;Lövträd;Betula Sp.;Björk;Parkträd;
63.70742963050965, 20.370687525694258;Lövträd;Acer Platanoides;Skogslönn;Parkträd;
63.809355229954285, 20.187977090314124;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.81858560780217, 20.26390447003972;Lövträd;Betula Sp.;Björk;Parkträd;
63.82620787117694, 20.284271135297942;Lövträd;Crataegus Sp;Hagtorn;Parkträd;
63.83217574848469, 20.240256873181888;Lövträd;Betula Sp.;Björk;Parkträd;
63.83360359055348, 20.2290406664974;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2011-07-01
63.8340086400209, 20.31938227888525;Barrträd;Pinus Peuce;Makedonisk Tall;Parkträd;
63.83258427216249, 20.318055371130445;Lövträd;Betula Sp.;Björk;Parkträd;
63.80593255388009, 20.30962773687419;Lövträd;Sorbus Dodong;Prydnadsrönn Dodong;Parkträd;2015-06-30
63.81710799350878, 20.292148998192506;Lövträd;Betula Pendula Savolaksie;Vårtbjörk Savolaksie;Parkträd;2010-07-01
63.82343262047705, 20.24436886371375;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83908249667433, 20.212931357270477;Lövträd;Betula Sp.;Björk;Parkträd;
63.833116053429464, 20.168872464697237;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83246962295139, 20.240689806017393;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.79741801184277, 20.31989723208597;Lövträd;Betula Sp.;Björk;Parkträd;
63.83263553588243, 20.18634623763474;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.9072630859188, 20.54797437354224;Lövträd;Betula Sp.;Björk;Parkträd;
63.84769523046905, 20.308627083838438;Lövträd;Betula Sp.;Björk;Parkträd;
63.804208765704374, 20.352205273716063;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.829748386035845, 20.233683264471892;Lövträd;Betula Sp.;Björk;Gatuträd;
63.82721365098098, 20.26091492808375;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2011-07-01
63.62499348630431, 19.915793717477595;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.813629191653796, 20.25027749337727;Barrträd;Picea Abies;Gran;Parkträd;
63.82596348793054, 20.250773208856817;Lövträd;Betula Sp.;Björk;Parkträd;
63.839857148151424, 20.227669697201083;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.834907625226194, 20.248480064242116;Lövträd;Prunus Maackii Amber Beauty;Näverhägg;Parkträd;
63.8481735785557, 20.214307245962477;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84409865040827, 20.23355759861717;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83727667932396, 20.22593981863456;Lövträd;Betula Sp.;Björk;Parkträd;
63.835601281116375, 20.186973740062957;Lövträd;Betula Sp.;Björk;Parkträd;
63.83221203658474, 20.23837610484528;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.815122298585926, 20.263407361427863;Lövträd;Betula Sp.;Björk;Parkträd;
63.82903313047437, 20.249645268657172;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;2011-07-01
63.81785999370543, 20.317820997629287;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2010-07-01
63.80467103024701, 20.37635805057629;Lövträd;Prunus Padus Ssp Borealis Laila E;Nordhägg;Parkträd;
63.822263225149165, 20.24055547281912;Lövträd;Betula Sp.;Björk;Parkträd;
63.804588311139106, 20.347514959159444;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81012803414284, 20.268564270270517;Lövträd;Salix Caprea;Sälg;Parkträd;
63.83225792247994, 20.238833415776494;Lövträd;Betula Sp.;Björk;Parkträd;
63.80653595692238, 20.31170562025879;Lövträd;Betula Sp.;Björk;Parkträd;
63.85653345330177, 20.326538423417453;Lövträd;Betula Sp.;Björk;Parkträd;
63.81667782586494, 20.25553816327674;Lövträd;Betula Sp.;Björk;Parkträd;
63.809250557493485, 20.316964451967788;Lövträd;Betula Sp.;Björk;Parkträd;
63.85696802136725, 20.329140896164343;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.79841649891738, 20.316408493021488;Lövträd;Betula Sp.;Björk;Parkträd;
63.81089091632893, 20.309330266424535;Lövträd;Betula Sp.;Björk;Gatuträd;
63.613009767858024, 19.907367100874005;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2014-10-31
63.81610822672126, 20.185277964802108;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.829266302527664, 20.244314076897087;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.80031857486953, 20.313437357025037;Lövträd;Prunus Avium Fk Svea E;Sötkörsbär Fk Svea E;Parkträd;2022-05-22
63.83806236303242, 20.18958907048282;Lövträd;Betula Sp.;Björk;Parkträd;
63.833027034495466, 20.227899502710695;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2011-07-01
63.83779543485886, 20.224729202709938;Lövträd;Betula Sp.;Björk;Parkträd;
63.812481062479016, 20.301975935697598;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.82309299480254, 20.265970997980332;Lövträd;Prunus Sargentii;Bergkörsbär;Parkträd;2015-07-09
63.85193753178244, 20.318857270177766;Lövträd;Betula Sp.;Björk;Parkträd;
63.83114845967153, 20.22301551463118;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83031060957068, 20.28345167947298;Lövträd;Betula Sp.;Björk;Parkträd;
63.81426114525708, 20.215195731985748;Lövträd;Betula Sp.;Björk;Parkträd;
63.79299059541219, 20.310889655193847;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2009-09-01
63.843876885117695, 20.159662357393888;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.804959691031264, 20.323202506405448;Lövträd;Betula Sp.;Björk;Parkträd;
63.8327316517423, 20.185988396407083;Lövträd;Quercus Robur;Skogsek;Parkträd;
63.828725775601455, 20.233440056803115;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.71921199289041, 20.387190997211324;Lövträd;Betula Pendula Splendor White;Vårtbjörk Splendor White;Parkträd;2010-07-01
63.84792037345928, 20.303464698512364;Lövträd;Betula Sp.;Björk;Parkträd;
63.84544443573268, 20.280658841556836;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.70008330379141, 20.360704698219536;Lövträd;Betula Sp.;Björk;Parkträd;
63.82834669401274, 20.253720613337396;Lövträd;Betula Sp.;Björk;Gatuträd;
63.823965463675826, 20.288288831694437;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.88736673793298, 20.313674178788546;;;;;
63.80909787889355, 20.295999011808934;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.82189075865318, 20.28441832923662;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83927502538123, 20.1912236432967;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.83426485329152, 20.233914611526625;Lövträd;Sorbus Intermedia;Oxel;Parkträd;2011-07-01
63.71074899281268, 20.36025999809991;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.81400784841808, 20.320700164047768;Lövträd;Betula Sp.;Björk;Parkträd;
63.82322596492983, 20.269355580845257;Barrträd;Larix Sibirica;Sibirisk Lärk;Parkträd;
63.80098227674076, 20.319984400410213;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;
63.852956974398744, 20.29769601630989;Lövträd;Prunus Padus;Hägg;Parkträd;
63.8361730570396, 20.202624177824855;Lövträd;Betula Sp.;Björk;Parkträd;
63.821879775713185, 20.224479790636938;Lövträd;Betula Sp.;Björk;Parkträd;
63.80684092605373, 20.342759192751707;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.83183456605704, 20.276562165064107;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.8450733472295, 20.32557930675857;Lövträd;Populus Tremula;Asp;Parkträd;
63.790262304656494, 20.31223380492461;Lövträd;Sorbus Aucuparia;Rönn;Parkträd;2009-09-01
63.84443433362391, 20.28850190278058;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.62725281646614, 19.926221718931043;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.90472536227482, 20.54629924461569;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84324520213934, 20.28578541401117;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.89320051816448, 20.320891856456818;Lövträd;Betula Sp.;Björk;Parkträd;2007-07-01
63.62541512218987, 19.900514764389683;Lövträd;Betula Sp.;Björk;Parkträd;
63.8180749936724, 20.320377999898593;Lövträd;Sorbus Intermedia;Oxel;Gatuträd;2013-07-01
63.816526881684275, 20.2930569824644;Lövträd;Betula Pendula;Vårtbjörk;Gatuträd;
63.84903525715078, 20.310795300328486;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.84572990465555, 20.330640744227175;Barrträd;Pinus Sylvestris;Tall;Parkträd;
63.8090126449811, 20.37612041603525;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;2013-06-30
63.718572729114165, 20.38333707039967;Lövträd;Betula Pendula;Vårtbjörk;Parkträd;
63.82329849727171, 20.28341018966524;Lövträd;Betula Sp.;Björk;Gatuträd;
